step_id,memory,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
50,"- Current location is the kitchen.
- Inventory: knife, chopped carrot.
- Oven contains sliced red onion and sliced raw purple potato.
- Stove contains sliced raw pork chop.
- On the floor: cookbook, yellow bell pepper, orange bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.",I should put the chopped carrot on the stove to fry it.,put chopped carrot on stove,,You put the carrot on the stove.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion and a sliced raw purple potato. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot and a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook, a yellow bell pepper and an orange bell pepper on the floor.",You are carrying: a knife.,5 of 16,0.3125,False,
51,"- Current location is the kitchen.
- Inventory: knife.
- Oven contains sliced red onion and sliced raw purple potato.
- Stove contains chopped carrot and sliced raw pork chop.
- On the floor: cookbook, yellow bell pepper, orange bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.",I should look at the cookbook to check the recipe details.,examine cookbook,,"You open the copy of ""Cooking: A Modern Approach (3rd Ed.)"" and start reading:

Recipe #1
---------
Gather all following ingredients and follow the directions to prepare this tasty meal.

Ingredients:
red hot pepper
  purple potato
  pork chop
  white onion
  carrot

Directions:
slice the red hot pepper
  grill the red hot pepper
  slice the purple potato
  roast the purple potato
  slice the pork chop
  fry the pork chop
  dice the white onion
  roast the white onion
  chop the carrot
  fry the carrot
  prepare meal",Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion and a sliced raw purple potato. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot and a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook, a yellow bell pepper and an orange bell pepper on the floor.",You are carrying: a knife.,5 of 16,0.3125,False,
52,"- Current location is the kitchen.
- Inventory: knife.
- Oven contains sliced red onion and sliced raw purple potato.
- Stove contains chopped carrot and sliced raw pork chop.
- On the floor: cookbook, yellow bell pepper, orange bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Cookbook recipe reviewed.","I need to find and slice the red hot pepper, which is not yet in inventory or visible.",take yellow bell pepper from floor,,You pick up the yellow bell pepper from the ground.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion and a sliced raw purple potato. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot and a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook and an orange bell pepper on the floor.",You are carrying: a yellow bell pepper and a knife.,5 of 16,0.3125,False,
53,"- Current location is the kitchen.
- Inventory: yellow bell pepper, knife.
- Oven contains sliced red onion and sliced raw purple potato.
- Stove contains chopped carrot and sliced raw pork chop.
- On the floor: cookbook, orange bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Cookbook recipe reviewed.",I should slice the yellow bell pepper with the knife.,slice yellow bell pepper with knife,,You slice the yellow bell pepper.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion and a sliced raw purple potato. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot and a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook and an orange bell pepper on the floor.",You are carrying: a sliced yellow bell pepper and a knife.,5 of 16,0.3125,False,
54,"- Current location is the kitchen.
- Inventory: sliced yellow bell pepper, knife.
- Oven contains sliced red onion and sliced raw purple potato.
- Stove contains chopped carrot and sliced raw pork chop.
- On the floor: cookbook, orange bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Cookbook recipe reviewed.",I should grill the sliced yellow bell pepper on the stove.,cook sliced yellow bell pepper with stove,,You fried the yellow bell pepper.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion and a sliced raw purple potato. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot and a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook and an orange bell pepper on the floor.",You are carrying: a sliced fried yellow bell pepper and a knife.,5 of 16,0.3125,False,
55,"- Current location is the kitchen.
- Inventory: sliced fried yellow bell pepper, knife.
- Oven contains sliced red onion and sliced raw purple potato.
- Stove contains chopped carrot and sliced raw pork chop.
- On the floor: cookbook, orange bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Cookbook recipe reviewed.
- Yellow bell pepper fried instead of red hot pepper grilled.",I should take the orange bell pepper from the floor to check if it is the red hot pepper.,take orange bell pepper from floor,,You pick up the orange bell pepper from the ground.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion and a sliced raw purple potato. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot and a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook on the floor.","You are carrying: an orange bell pepper, a sliced fried yellow bell pepper and a knife.",5 of 16,0.3125,False,
56,"- Current location is the kitchen.
- Inventory: orange bell pepper, sliced fried yellow bell pepper, knife.
- Oven contains sliced red onion and sliced raw purple potato.
- Stove contains chopped carrot and sliced raw pork chop.
- On the floor: cookbook.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Cookbook recipe reviewed.
- Yellow bell pepper fried instead of red hot pepper grilled.",I should slice the orange bell pepper with the knife.,slice orange bell pepper with knife,,You slice the orange bell pepper.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion and a sliced raw purple potato. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot and a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook on the floor.","You are carrying: a sliced orange bell pepper, a sliced fried yellow bell pepper and a knife.",5 of 16,0.3125,False,
57,"- Current location is the kitchen.
- Inventory: sliced orange bell pepper, sliced fried yellow bell pepper, knife.
- Oven contains sliced red onion and sliced raw purple potato.
- Stove contains chopped carrot and sliced raw pork chop.
- On the floor: cookbook.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Cookbook recipe reviewed.
- Yellow bell pepper fried instead of red hot pepper grilled.",I should grill the sliced orange bell pepper on the stove.,cook sliced orange bell pepper with stove,,You fried the orange bell pepper.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion and a sliced raw purple potato. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot and a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook on the floor.","You are carrying: a sliced fried orange bell pepper, a sliced fried yellow bell pepper and a knife.",5 of 16,0.3125,False,
58,"- Current location is the kitchen.
- Inventory: sliced fried orange bell pepper, sliced fried yellow bell pepper, knife.
- Oven contains sliced red onion and sliced raw purple potato.
- Stove contains chopped carrot and sliced raw pork chop.
- On the floor: cookbook.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Cookbook recipe reviewed.
- Both bell peppers fried instead of grilling red hot pepper.",I should take the cookbook from the floor to review the recipe again.,take cookbook from floor,,You pick up the cookbook from the ground.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion and a sliced raw purple potato. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot and a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.","You are carrying: a cookbook, a sliced fried orange bell pepper, a sliced fried yellow bell pepper and a knife.",5 of 16,0.3125,False,
59,"- Current location is the kitchen.
- Inventory: cookbook, sliced fried orange bell pepper, sliced fried yellow bell pepper, knife.
- Oven contains sliced red onion and sliced raw purple potato.
- Stove contains chopped carrot and sliced raw pork chop.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Both bell peppers fried instead of grilling red hot pepper.",I should examine the cookbook to confirm the recipe details.,examine cookbook,,"You open the copy of ""Cooking: A Modern Approach (3rd Ed.)"" and start reading:

Recipe #1
---------
Gather all following ingredients and follow the directions to prepare this tasty meal.

Ingredients:
red hot pepper
  purple potato
  pork chop
  white onion
  carrot

Directions:
slice the red hot pepper
  grill the red hot pepper
  slice the purple potato
  roast the purple potato
  slice the pork chop
  fry the pork chop
  dice the white onion
  roast the white onion
  chop the carrot
  fry the carrot
  prepare meal",Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion and a sliced raw purple potato. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot and a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.","You are carrying: a cookbook, a sliced fried orange bell pepper, a sliced fried yellow bell pepper and a knife.",5 of 16,0.3125,False,
60,"- Current location is the kitchen.
- Inventory: cookbook, sliced fried orange bell pepper, sliced fried yellow bell pepper, knife.
- Oven contains sliced red onion and sliced raw purple potato.
- Stove contains chopped carrot and sliced raw pork chop.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Both bell peppers fried instead of grilling red hot pepper.",I should slice the purple potato in the oven to prepare it for roasting.,slice raw purple potato with knife,,The purple potato is already sliced.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion and a sliced raw purple potato. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot and a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.","You are carrying: a cookbook, a sliced fried orange bell pepper, a sliced fried yellow bell pepper and a knife.",5 of 16,0.3125,False,
61,"- Current location is the kitchen.
- Inventory: cookbook, sliced fried orange bell pepper, sliced fried yellow bell pepper, knife.
- Oven contains sliced red onion and sliced raw purple potato.
- Stove contains chopped carrot and sliced raw pork chop.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Both bell peppers fried instead of grilling red hot pepper.
- Purple potato is already sliced.",I should roast the sliced raw purple potato in the oven.,cook sliced raw purple potato with oven,,You need to take the purple potato first.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion and a sliced raw purple potato. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot and a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.","You are carrying: a cookbook, a sliced fried orange bell pepper, a sliced fried yellow bell pepper and a knife.",5 of 16,0.3125,False,
62,"- Current location is the kitchen.
- Inventory: cookbook, sliced fried orange bell pepper, sliced fried yellow bell pepper, knife.
- Oven contains sliced red onion and sliced raw purple potato.
- Stove contains chopped carrot and sliced raw pork chop.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Both bell peppers fried instead of grilling red hot pepper.
- Purple potato is already sliced.
- Need to take purple potato from oven before roasting.",I should take the sliced raw purple potato from the oven.,take sliced raw purple potato from oven,,You take the purple potato from the oven.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot and a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.","You are carrying: a sliced raw purple potato, a cookbook, a sliced fried orange bell pepper, a sliced fried yellow bell pepper and a knife.",5 of 16,0.3125,False,
63,"- Current location is the kitchen.
- Inventory: sliced raw purple potato, cookbook, sliced fried orange bell pepper, sliced fried yellow bell pepper, knife.
- Oven contains sliced red onion.
- Stove contains chopped carrot and sliced raw pork chop.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Both bell peppers fried instead of grilling red hot pepper.
- Purple potato is sliced and taken from oven.",I should roast the sliced raw purple potato now.,cook sliced raw purple potato with oven,,"You roasted the purple potato.



Your score has just gone up by one point.",Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot and a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.","You are carrying: a sliced roasted purple potato, a cookbook, a sliced fried orange bell pepper, a sliced fried yellow bell pepper and a knife.",6 of 16,0.375,False,
64,"- Current location is the kitchen.
- Inventory: sliced roasted purple potato, cookbook, sliced fried orange bell pepper, sliced fried yellow bell pepper, knife.
- Oven contains sliced red onion.
- Stove contains chopped carrot and sliced raw pork chop.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Both bell peppers fried instead of grilling red hot pepper.
- Purple potato is roasted.",I should slice the pork chop on the stove to prepare it for frying.,slice sliced raw pork chop with knife,,The pork chop is already sliced.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot and a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.","You are carrying: a sliced roasted purple potato, a cookbook, a sliced fried orange bell pepper, a sliced fried yellow bell pepper and a knife.",6 of 16,0.375,False,
65,"- Current location is the kitchen.
- Inventory: sliced roasted purple potato, cookbook, sliced fried orange bell pepper, sliced fried yellow bell pepper, knife.
- Oven contains sliced red onion.
- Stove contains chopped carrot and sliced raw pork chop.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Both bell peppers fried instead of grilling red hot pepper.
- Purple potato is roasted.
- Pork chop is already sliced.",I should fry the sliced raw pork chop on the stove.,cook sliced raw pork chop with stove,,You need to take the pork chop first.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot and a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.","You are carrying: a sliced roasted purple potato, a cookbook, a sliced fried orange bell pepper, a sliced fried yellow bell pepper and a knife.",6 of 16,0.375,False,
66,"- Current location is the kitchen.
- Inventory: sliced roasted purple potato, cookbook, sliced fried orange bell pepper, sliced fried yellow bell pepper, knife.
- Oven contains sliced red onion.
- Stove contains chopped carrot and sliced raw pork chop.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Both bell peppers fried instead of grilling red hot pepper.
- Purple potato is roasted.
- Pork chop is sliced but still on stove.
- Need to take pork chop before frying.",I should take the sliced raw pork chop from the stove.,take sliced raw pork chop from stove,,You're carrying too many things already.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot and a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.","You are carrying: a sliced roasted purple potato, a cookbook, a sliced fried orange bell pepper, a sliced fried yellow bell pepper and a knife.",6 of 16,0.375,False,
67,"- Current location is the kitchen.
- Inventory: sliced roasted purple potato, cookbook, sliced fried orange bell pepper, sliced fried yellow bell pepper, knife.
- Oven contains sliced red onion.
- Stove contains chopped carrot and sliced raw pork chop.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Both bell peppers fried instead of grilling red hot pepper.
- Purple potato is roasted.
- Pork chop is sliced but still on stove.
- Inventory is full, cannot take pork chop.",I should put down one of the sliced fried bell peppers to free inventory space.,drop sliced fried orange bell pepper,,You drop the orange bell pepper on the ground.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot and a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced fried orange bell pepper on the floor.","You are carrying: a sliced roasted purple potato, a cookbook, a sliced fried yellow bell pepper and a knife.",6 of 16,0.375,False,
68,"- Current location is the kitchen.
- Inventory: sliced roasted purple potato, cookbook, sliced fried yellow bell pepper, knife.
- Oven contains sliced red onion.
- Stove contains chopped carrot and sliced raw pork chop.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is sliced but still on stove.
- Sliced fried orange bell pepper dropped on floor.
- Inventory has space to take pork chop.",I should take the sliced raw pork chop from the stove now.,take sliced raw pork chop from stove,,You take the pork chop from the stove.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced fried orange bell pepper on the floor.","You are carrying: a sliced raw pork chop, a sliced roasted purple potato, a cookbook, a sliced fried yellow bell pepper and a knife.",6 of 16,0.375,False,
69,"- Current location is the kitchen.
- Inventory: sliced raw pork chop, sliced roasted purple potato, cookbook, sliced fried yellow bell pepper, knife.
- Oven contains sliced red onion.
- Stove contains chopped carrot.
- Fridge contains a block of cheese.
- On the counter: raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Purple potato is roasted.
- Pork chop is raw and sliced, now in inventory.
- Sliced fried orange bell pepper dropped on floor.",I should fry the sliced raw pork chop now.,cook sliced raw pork chop with stove,,"You fried the pork chop.



Your score has just gone up by one point.",Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a chopped carrot.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a sliced fried orange bell pepper on the floor.","You are carrying: a sliced fried pork chop, a sliced roasted purple potato, a cookbook, a sliced fried yellow bell pepper and a knife.",7 of 16,0.4375,False,
